,Name,Continent,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Youth,Children,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
313,Courmayeur – Chécrouit/Val Veny,Europe,1205,2755,41.5,16.0,21.5,4.0,,17.0,50,44,12.50, 2021-11-27,2022-04-18, depending on snow conditions,early April, 08:25,17:00
314,Leysin,Europe,1250,2205,60.0,43.0,15.0,2.0,,13.0,51,46,33, 2021-12-11,2022-04-18, late November,late March, 09:00,16:30
315,Arkhyz,Europe,1650,2504,26.6,16.4,6.4,3.8,,,,,,,nan, early December,late March, 09:00,16:00
316,Arkhyz,Europe,1650,2504,26.6,16.4,6.4,3.8,,,,,,,nan, early December,late March, 09:00,16:00
317,Kolašin 1450/Kolašin 1600,Europe,1420,2035,45.0,20.0,20.0,5.0,,7.0,,,,,nan,,mid March, 09:30,16:00
318,San Domenico – Alpe Ciamporino,Europe,1420,2500,32.6,5.7,12.8,14.1,,5.0,,,,,nan,,mid April, 08:30,16:30
319,Charmey,Europe,876,1630,30.0,19.5,7.5,3.0,,5.0,,,,,nan, mid December,depending on snow conditions, 09:00,16:30
320,Le Lioran,Europe,1160,1850,60.0,30.0,20.0,10.0,,17.0,33.50,26.90,23, 2021-12-18,2022-04-03, depending on snow conditions,early April, 09:00,17:00
321,Vals 3000 – Dachberg,Europe,1286,2941,25.0,5.0,15.0,5.0,,5.0,30,,, 2021-12-18,2022-04-18, mid December,late March, 09:00,16:30
322,Gschwandtkopf – Seefeld,Europe,1200,1500,6.1,6.1,0.0,0.0,,11.0,48,46,34,,nan, early December,late April, 09:00,16:00
323,SnowWorld Landgraaf,Europe,150,210,1.5,0.7,0.5,0.3,,4.0,48.50,45,, Year-round__,nan, Year-round__,mid April, 09:00,23:00
324,Ochsenkopf,Europe,659,1024,4.7,2.4,2.3,0.0,,4.0,22,20,18, 2021-12-18,2022-03-20, mid December,mid May, 09:00,16:00
325,Gazprom Mountain Resort,Europe,949,2256,52.8,17.3,26.3,9.2,,23.0,38,22,, 2021-12-11,2022-04-18, early December,mid March, 09:00,16:30
326,Jungholz,Europe,1058,1500,10.0,7.0,3.0,0.0,,7.0,34.50,22,, 2021-11-13,2022-04-03, depending on snow conditions,mid March, 09:00,16:00
327,Nordkette – Innsbruck,Europe,860,2256,13.9,0.5,13.0,0.4,5.0,5.0,40,32,24, 2021-12-11,2022-04-18, late November,depending on snow conditions, 08:30,17:30
328,Lipno,Europe,710,900,13.5,10.9,2.1,0.5,,4.0,31,26,21, 2021-12-11,2022-03-27, early December,mid April, 08:30,16:00
329,Mount Parnassos – Fterolakka/Kellaria,Europe,1640,2260,36.0,18.0,15.0,3.0,,17.0,,,,,nan,,mid March, 09:00,16:00
330,Oppdal,Europe,585,1300,56.0,40.0,7.0,9.0,,17.0,47,39,, 2021-11-27,2022-04-18, mid November,late April, 10:00,16:00
331,Valchiavenna – Madesimo/Campodolcino,Europe,1550,2948,37.0,15.0,19.0,3.0,,12.0,43,36,24, 2021-11-27,2022-04-19, late November,mid April, 09:00,16:30
332,Krasnaya Polyana Resort,Europe,960,2172,30.0,7.5,20.0,2.5,,13.0,45,22,, 2021-12-18,2022-05-01, early December,late March, 09:00,16:00
333,Oberaudorf – Hocheck,Europe,476,900,8.0,3.0,4.0,1.0,2.0,5.0,25,22.50,15, 2021-12-18,2022-03-13, early December,mid April, 09:00,16:30
334,Snow Dome Bispingen,Europe,82,122,0.3,0.3,0.0,0.0,,2.0,37,23,, Year-round__,nan, Year-round__,late April, 09:00,21:00Limited opening times during the week
335,Winterberg (Skiliftkarussell),Europe,630,820,27.5,14.0,12.0,1.5,,20.0,39,27,, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:30
336,Zauberberg Semmering,Europe,985,1350,14.0,6.5,6.5,1.0,,2.0,36,32.50,18, 2021-12-04,2022-03-27, depending on snow conditions,late March, 08:30,16:00
337,Santa Caterina Valfurva,Europe,1722,2880,20.5,1.4,15.5,3.6,,6.0,44,36,22, 2021-11-27,2022-04-18, early December,mid March, 08:30,16:30
338,Rangger Köpfl – Oberperfuss,Europe,820,2000,13.0,7.0,4.0,2.0,,5.0,33,27,17, 2021-12-18,2022-04-03, depending on snow conditions,late April, 08:30,16:30
339,Abetone/Val di Luce,Europe,1240,1892,44.1,14.2,28.6,1.3,,15.0,40,33,14, 2021-12-11,2022-04-03, early December,late April, 09:00,17:00
340,Piani di Bobbio,Europe,1340,1950,35.0,15.0,10.0,10.0,,8.0,35,15,, 2021-12-04,2022-04-18, late November,early April, 08:30,16:30
341,Mariborsko Pohorje – Maribor,Europe,325,1327,41.5,23.5,13.0,5.0,,22.0,33,28,19, 2021-12-11,2022-04-03, mid December,early April, 09:00,16:00
342,Praz de Lys/Sommand (Taninges/Mieussy),Europe,1240,1966,55.0,29.0,20.0,6.0,,23.0,30,24,, 2021-12-17,2022-04-10, mid December,early April, 09:00,16:00
343,Le Lys – Cauterets,Europe,1730,2415,36.0,21.0,12.0,3.0,,8.0,38.50,33,, 2021-12-04,2022-04-18, early December,late March, 09:00,16:00
344,Le Seignus,Europe,1500,2426,50.0,25.0,20.0,5.0,,9.0,,,,,nan,,early April,,nan
345,Stuhleck – Spital am Semmering,Europe,777,1774,26.0,20.0,6.0,0.0,,11.0,47.50,41,23.50, 2021-12-04,2022-04-18, depending on snow conditions,late March, 08:30,16:00
346,Watles – Malles Venosta (Mals),Europe,1750,2500,18.0,4.0,13.0,1.0,4.5,3.0,46,34.50,28, 2021-12-18,2022-04-18, mid December,early April, 09:00,16:00
347,Hochkössen (Unterberghorn) – Kössen,Europe,619,1690,22.7,10.5,9.2,3.0,1.0,12.0,41,29,21,,nan, early December,late March, 09:00,16:00
348,Beitostølen Skisenter,Europe,900,1107,12.0,9.0,3.0,0.0,,7.0,44,34,, 2021-11-20,2022-04-24, early November,late March, 09:30,15:30
349,Leukerbad,Europe,1411,2610,47.5,3.5,27.0,17.0,6.0,13.0,54,42,32, 2021-12-04,2022-04-18, early December,early April, 08:45,16:20
350,Panticosa,Europe,1146,2204,35.0,11.0,21.0,3.0,,10.0,,,,,nan, early December,early April, 09:00,17:00
351,Boí Taüll,Europe,2020,2751,41.3,10.0,22.7,8.6,2.7,7.0,,,,,nan,,mid April,,nan
352,Pichlberg – Reinswald (San Martino in Sarentino),Europe,1570,2460,22.0,3.0,17.0,2.0,,4.0,38.50,26,, 2021-12-04,2022-04-18, early December,late April, 08:30,16:30
353,Espot Esqui,Europe,1510,2291,25.0,13.0,8.0,4.0,,3.0,,,,,nan, early December,early April, 09:00,16:00
354,Nara – Leontica,Europe,931,2123,30.0,10.0,15.0,5.0,30.0,5.0,,,,,nan,,mid March,,nan
355,Mythenregion,Europe,1070,1593,50.0,18.0,31.0,1.0,,15.0,43,39,29, 2021-12-04,2022-03-27, early December,early April, 08:30,16:15
356,Candanchú,Europe,1514,2236,50.0,15.8,18.3,15.9,11.2,21.0,45,37,, 2021-12-04,2022-04-18, early December,late March, 09:00,17:00
357,Bosco Gurin – Grossalp,Europe,1480,2400,30.0,1.0,25.0,4.0,,5.0,,,,,nan,,late March,,nan
358,Markbachjoch/Lanerköpfl – Niederau,Europe,828,1621,24.0,6.0,12.0,6.0,4.0,13.0,,,,,nan, mid December,early April, 09:00,16:30
359,Zoncolan – Ravascletto/Sutrio,Europe,900,1970,22.0,9.0,8.0,5.0,,7.0,39.50,30,10, 2021-12-11,2022-04-03, early December,mid April, 08:30,16:00
360,Lélex/Crozet,Europe,900,1680,20.7,5.4,13.2,2.1,,10.0,32,28,25.50, 2021-12-18,2022-03-27, mid December,early May, 08:30,17:00
361,Thollon les Mémises,Europe,1000,2000,48.0,20.0,28.0,0.0,,14.0,25.50,21.60,20.40, 2021-12-18,2022-03-27, mid December,early April, 09:00,17:00
362,Strandafjellet,Europe,430,1230,25.0,14.0,7.0,4.0,,7.0,,,,,nan,,mid April, 10:00,16:00
363,St. Pierre de Chartreuse – Le Planolet,Europe,900,1800,35.0,18.0,12.0,5.0,,15.0,,,,,nan, mid December,depending on snow conditions, 09:00,16:30
364,Patscherkofel – Innsbruck-Igls,Europe,1009,1965,19.0,5.0,10.0,4.0,,5.0,40,32.50,25, 2021-12-03,2022-04-18, mid December,early June, 08:30,16:00
365,Vercorin,Europe,1341,2374,35.0,13.0,19.0,3.0,,9.0,51,43,30, 2021-12-18,2022-04-23, mid December,late March, 09:00,16:15
366,Porté Puymorens,Europe,1600,2471,50.0,21.0,20.0,9.0,,9.0,33,31,28, 2021-12-11,2022-04-17, early December,late March, 09:00,17:00
367,La Berra – La Roche,Europe,1040,1636,25.0,5.0,20.0,0.0,,5.0,,,,,nan,,early April,,nan
368,Carì,Europe,1650,2272,20.0,8.0,8.0,4.0,,3.0,,,,,nan,,early April,,nan
369,Ovronnaz,Europe,1400,2427,30.0,5.0,20.0,5.0,,7.0,,,,,nan, mid December,late March, 09:00,16:30
370,Astún,Europe,1655,2272,39.9,16.8,18.8,4.3,10.1,12.0,,,,,nan,,mid March,,nan
371,Kolbensattel – Oberammergau,Europe,860,1276,8.0,7.4,0.6,0.0,,9.0,32,19,, 2021-12-18,2022-03-13, mid December,mid April, 09:00,16:30
372,Štrbské Pleso,Europe,1376,1840,8.3,2.7,5.6,0.0,0.7,7.0,49,40,35, 2021-12-04,2022-04-24, early December,depending on snow conditions, 08:30,16:00
373,Willingen – Ettelsberg,Europe,578,838,16.0,7.0,9.0,0.0,,9.0,31,20,, 2021-12-11,2022-03-20, early December,early Decemberlate December - early May, 08:30,16:30
374,Tarvisio – Monte Lussari,Europe,754,1752,24.0,9.0,11.0,4.0,,10.0,39.50,30,10, 2021-12-18,2022-03-27, early December,early April, 09:00,16:00
375,Valmalenco – Alpe Palù,Europe,1527,2353,23.3,10.4,8.1,4.8,,8.0,43,32,, 2021-11-27,2022-04-18, late November,early April, 08:30,16:30
376,SuperBesse – Puy de Sancy,Europe,1300,1850,43.0,30.0,9.0,4.0,,19.0,34.50,28.40,24.10, 2021-12-04,2022-04-17, early December,early April, 09:00,17:00
377,Glacier 3000 – Les Diablerets,Europe,1343,3016,30.0,14.5,5.5,10.0,,10.0,60,54,40, 2021-11-06,2022-05-01, early November,early April, 09:00,16:30
378,Krvavec,Europe,1450,1971,30.0,7.0,15.0,8.0,,11.0,35,31,21, 2021-12-04,2022-04-24, late November,mid April, 08:30,17:00
379,Pragelato,Europe,1335,2700,50.0,14.0,32.0,4.0,,,,,,,nan, early December,early April, 09:00,16:00
380,Luchon-Superbagnères,Europe,1465,2125,32.0,16.0,10.0,6.0,,15.0,35.50,28.50,, 2021-12-18,2022-03-27, depending on snow conditions,late March, 09:00,17:00
381,Mt. Elbrus,Europe,2350,3840,23.0,6.0,12.0,5.0,,,,,,,nan, early December,mid April, 09:00,16:00
382,Port del Comte,Europe,1745,2310,40.0,20.0,15.0,5.0,,14.0,,,,,nan,,early April,,nan
383,Alpe du Grand-Serre – La Morte,Europe,1367,2184,55.0,36.0,17.0,2.0,,15.0,28.50,24,16.50, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:45
384,Hirmentaz/Les Habères – Bellevaux/Habère-Poche,Europe,923,1610,50.0,30.0,17.0,3.0,,23.0,,,,,nan, early December,late March, 09:00,16:30
385,Campo Felice – Rocca di Cambio,Europe,1411,1916,30.9,8.7,13.7,8.5,5.6,12.0,35,32,, 2021-12-04,2022-04-03, early December,late March, 08:30,16:30
386,Innerkrems – Kremsbrücke (Krems in Kärnten),Europe,1550,2200,36.0,7.0,27.0,2.0,25.0,9.0,44,37.50,22, 2021-12-18,2022-04-18, early December,late March, 09:00,16:00
387,Wasserngrat – Gstaad,Europe,1275,1900,9.3,3.5,3.6,2.2,,1.0,,,,,nan, mid December,late March, 09:30,16:30
388,Braunwald,Europe,1250,1900,30.0,17.5,8.0,4.5,,9.0,45,34,23, 2021-12-18,2022-04-03, mid December,late March, 08:30,16:00
389,Montecampione – Alpiaz/Prato Secondino/Plan di Montecampione,Europe,1200,2000,30.0,3.7,21.0,5.3,,11.0,35,24,18, 2021-12-04,2022-04-18, early December,late March, 08:30,16:30
390,Bláfjöll,Europe,460,700,15.0,10.0,5.0,0.0,,15.0,,,,,nan, depending on snow conditions,late March, 10:00,17:00Limited opening times during the week
391,Dachstein Glacier (Dachsteingletscher),Europe,2264,2700,5.0,0.0,4.0,1.0,,5.0,49,24.50,37, 2021-05-13,2021-11-01, early October,early May, 07:50,17:10
392,Neunerköpfle – Tannheim,Europe,1110,1820,8.5,2.5,5.0,1.0,1.0,5.0,42,34.50,26, 2021-12-11,2022-03-27, mid December,depending on snow conditions, 08:40,16:00
393,Füssener Jöchle – Grän,Europe,1150,1821,9.0,3.0,5.5,0.5,,5.0,42,34.50,26.50, 2021-12-11,2022-03-20, early December,late March, 09:00,16:30
394,Kitzbüheler Horn,Europe,770,2000,17.0,6.0,9.0,2.0,3.0,10.0,,,,,nan, mid December,mid May, 08:30,16:30
395,Klewenalp/Stockhütte – Beckenried/Emmetten,Europe,1200,2001,40.0,15.0,25.0,0.0,,14.0,47,38,23, 2021-12-11,2022-04-03, early December,early April, 08:30,16:15
396,Balme/Les Autannes – Vallorcine/Le Tour,Europe,1453,2270,29.0,13.0,16.0,0.0,,13.0,57,48.50,, 2021-12-04,2022-04-18, mid December,mid April, 09:00,16:15
397,Le Collet d'Allevard,Europe,1450,2140,35.0,20.0,13.0,2.0,,11.0,,,,,nan, early December,late April, 09:00,16:30
398,Antagnod,Europe,1730,2307,15.0,10.5,4.0,0.5,,2.0,,,,,nan,,early April,,nan
399,Guzet,Europe,1100,2100,40.0,20.0,14.0,6.0,,15.0,,,,,nan, mid December,late April, 09:00,16:30
400,Pamporovo,Europe,1620,1926,29.6,17.6,6.5,5.5,,13.0,32,19,, 2021-12-04,2022-04-18, early December,late March, 08:45,16:30
401,Tschiertschen,Europe,1350,2400,27.0,12.0,13.0,2.0,,4.0,,,,,nan,,early April,,nan
402,Abriès,Europe,1450,2450,33.0,15.0,15.0,3.0,,6.0,,,,,nan, mid December,mid April, 09:00,16:00
403,Valdezcaray,Europe,1548,2135,22.0,10.0,10.0,2.0,2.0,10.0,,,,,nan,,late March, 09:00,17:00
404,Jenner – Königssee (Schönau am Königssee),Europe,630,1800,11.0,3.6,7.4,0.0,,7.0,39,29,16, 2021-12-18,2022-04-03, mid December,late April, 09:30,16:30
405,Forni di Sopra,Europe,880,2073,13.0,4.5,7.0,1.5,,5.0,39.50,30,10, 2021-12-04,2022-03-27, early December,early April, 09:00,16:00
406,Artouste,Europe,1400,2100,27.0,8.0,15.0,4.0,,10.0,19,9,, 2021-12-17,2022-03-27, depending on snow conditions,late March, 09:00,17:00
407,Präbichl – Vordernberg,Europe,1100,1608,20.0,6.0,11.0,3.0,,6.0,41,31,20.50, 2021-12-04,2022-04-03, early December,late March, 09:00,16:00
408,Torgnon,Europe,1515,2246,20.0,6.0,12.0,2.0,,,,,,,nan,,late March,,nan
409,Norefjell,Europe,180,1188,25.0,17.0,5.0,3.0,,13.0,,,,,nan,,early April, 09:30,16:30
410,Port Ainé,Europe,1650,2421,26.7,10.7,11.7,4.3,,6.0,,,,,nan,,early April,,nan
411,Monte Magnola – Ovindoli,Europe,1505,2056,20.0,4.0,9.0,7.0,,7.0,,,,,nan,,mid March,,nan
412,Champorcher,Europe,1440,2500,14.0,2.0,9.0,3.0,,5.0,,,,,nan,,depending on snow conditions,,nan
413,Koralpe,Europe,1522,2070,24.0,10.0,11.0,3.0,,6.0,35,29.50,18.50,,nan, early December,late March, 09:00,16:00
414,Métabief,Europe,1000,1463,40.0,19.6,18.0,2.4,,18.0,,,,,nan,,mid March, 09:00,17:00
415,Evolène,Europe,1380,2680,42.0,2.0,34.0,6.0,,6.0,39,30,25, 2021-12-18,2022-04-18, mid December,early April, 08:30,16:00
416,Postwiesen Skidorf – Neuastenberg,Europe,605,730,8.0,3.0,3.4,1.6,,9.0,30,24,20, 2021-12-18,2022-03-13, early December,mid March, 09:00,16:30
417,Les Brasses,Europe,900,1500,30.0,15.0,12.0,3.0,,12.0,26.95,22.90,19.80, 2021-12-11,2022-03-27, late December,late April, 09:00,17:00
418,Romme Alpin,Europe,132,407,23.0,13.0,8.0,2.0,,12.0,,,,,nan,,late March, 09:00,16:00
419,Zugspitze,Europe,2000,2720,20.0,7.0,13.0,0.0,,10.0,49.50,39.50,25, 2021-11-19,2022-05-01, mid November,early April, 08:30,16:45
420,Pröller Skidreieck (St. Englmar),Europe,720,1030,4.5,2.0,2.0,0.5,,3.0,23,17,, 2021-12-18,2022-03-20, depending on snow conditions,mid April, 09:00,16:30
421,Piana di Vigezzo – Craveggia/Santa Maria Maggiore,Europe,1180,2064,19.0,7.0,10.0,2.0,,5.0,,,,,nan,,mid April, 08:00,16:30
422,Kaiseregg/Riggisalp – Schwarzsee,Europe,1050,1750,20.0,14.0,5.0,1.0,,5.0,38,31,24, 2021-12-11,2022-03-27, mid December,early April, 08:30,16:30
423,Big Wood,Europe,380,1047,26.7,13.5,8.5,4.7,,8.0,,,,,nan, mid November,late March, 10:00,20:00
424,Padola – Ski Area Comelico,Europe,1210,2000,8.3,3.5,2.0,2.8,,2.0,,,,,nan, mid December,early May, 09:00,17:00
425,Kläppen,Europe,350,665,32.0,18.0,5.0,9.0,,19.0,,,,,nan, early December,late March, 09:00,16:00
426,Lofsdalen,Europe,633,1125,27.0,13.0,9.0,5.0,,8.0,,,,,nan, early December,late March, 09:00,16:00
427,Sangiacomo/Cardini – Monte Alpet,Europe,1098,1611,35.0,13.0,12.0,10.0,,8.0,,,,,nan,,mid March,,nan
428,Pesciüm – Airolo,Europe,1175,2256,30.0,1.0,15.0,14.0,10.0,,,,, 2021-12-11,2022-04-18, mid December,late March, 08:45,16:00
429,Geilo,Europe,800,1178,34.2,18.0,12.0,4.2,,19.0,48,39,, 2021-11-20,2022-04-18, mid November,early April, 09:30,16:30
430,Straja,Europe,1130,1868,19.7,2.3,15.5,1.9,,12.0,,,,,nan,,mid April, 09:00,17:00
431,Jaun,Europe,1024,1571,20.0,9.0,9.0,2.0,,4.0,,,,,nan, mid December,mid March, 09:00,16:00
432,Kasberg – Grünau im Almtal,Europe,620,1600,23.0,13.0,8.0,2.0,,10.0,43,34,22.50, 2021-12-04,2022-04-03, early December,depending on snow conditions, 09:00,16:30
433,Sinaia,Europe,1006,2090,17.9,3.4,11.7,2.8,5.0,10.0,,,,,nan,,mid March, 09:00,17:00
434,Pralognan la Vanoise,Europe,1410,2355,26.0,7.0,17.0,2.0,,12.0,31.50,28,25.50, 2021-12-04,2022-04-24, mid December,early April, 09:00,16:30
435,Nax – Mont-Noble,Europe,1495,2640,35.0,15.0,20.0,0.0,,6.0,,,,,nan, mid December,depending on snow conditions, 08:30,16:00
436,Lorica,Europe,1405,1877,20.0,10.0,7.0,3.0,,,,,,,nan,,late March,,nan
437,Bonneval sur Arc,Europe,1850,3000,32.0,9.0,19.5,3.5,,10.0,29.80,21,, 2021-12-17,2022-04-24, mid December,late March, 09:00,16:00
438,Foppolo/Carona (Brembo Ski),Europe,1160,2163,22.0,4.0,16.0,2.0,,7.0,30,25,15, 2021-12-04,2022-04-18, early December,early November, 09:00,16:30
439,Hoch-Imst – Imst,Europe,1053,2026,9.0,4.0,3.0,2.0,,4.0,34,30,18, 2021-12-04,2022-03-20, mid December,mid March, 09:00,16:00
440,La Colmiane,Europe,1450,1800,30.0,21.0,6.0,3.0,,7.0,22,18,16, 2021-12-04,2022-03-20, early December,early April, 09:00,17:00
441,Stari Vrh,Europe,580,1217,12.0,4.0,6.0,2.0,,4.0,28,24,17, 2021-12-18,2022-03-20, early December,early April, 09:00,15:10
442,Lagazuói/5 Torri – Passo Giau/Passo Falzàrego,Europe,1822,2742,20.5,10.5,10.0,0.0,8.5,8.0,,,,,nan, mid December,late April, 08:30,16:30
443,Cerkno,Europe,935,1287,18.0,9.0,6.0,3.0,,8.0,33,28,19, 2021-12-18,2022-03-20, mid December,early April, 09:00,16:00
444,Rittner Horn (Corno del Renon) – Ritten (Renon),Europe,1538,2270,13.0,8.0,3.0,2.0,,3.0,32,22.50,, 2021-12-18,2022-03-20, mid December,late April, 08:30,16:30
445,Borovets,Europe,1300,2560,58.0,24.0,29.0,5.0,,13.0,32,23,18, 2021-12-04,2022-04-18, depending on snow conditions,late April, 08:30,16:30
446,Schetteregg – Egg,Europe,1070,1325,11.0,4.0,6.0,1.0,,6.0,35.50,30,19.50, 2021-12-04,2022-03-20, early December,mid March, 09:00,16:00
447,San Vito di Cadore,Europe,1011,1584,10.0,4.0,5.0,1.0,,3.0,,,,,nan, mid December,late March, 09:00,16:30
448,Reith bei Kitzbühel,Europe,770,865,1.8,1.7,0.1,0.0,,,,,,,nan, early December,late March, 09:00,16:00
449,Gérardmer – La Mauselaine,Europe,770,1140,40.0,24.0,14.0,2.0,,19.0,28.90,23.60,, 2021-12-18,2022-03-21, mid December,depending on snow conditions, 09:00,17:00
450,Albiez-Montrond,Europe,1520,2100,35.0,25.0,7.0,3.0,,9.0,,,,,nan,,early April,,nan
451,Macugnaga,Europe,1327,3000,29.5,5.1,21.8,2.6,,7.0,27,20,, 2021-11-27,2022-04-24, mid December,early May, 09:00,16:00
452,Brambrüesch/Dreibündenstein – Chur,Europe,1170,2176,20.0,8.0,8.0,4.0,,5.0,,,,,nan, mid December,mid April, 09:00,16:00
453,Petzen – Feistritz ob Bleiburg,Europe,650,1900,13.7,7.2,5.9,0.6,3.7,6.0,35,19.50,, 2021-12-11,2022-04-03, early December,late March, 09:00,16:00
454,Vitosha – Sofia,Europe,1340,2290,20.0,12.0,6.0,2.0,,15.0,20,16,13, 2021-12-11,2022-04-18, early December,late March, 09:00,16:00
455,Nevis Range,Europe,655,1221,20.0,7.0,10.0,3.0,,12.0,42,27,, 2021-12-18,2022-04-18, mid December,early April, 09:30,16:30
456,La Pinilla,Europe,1484,2036,21.0,14.0,6.0,1.0,,11.0,,,,,nan, early December,mid March, 09:00,16:30
457,Roc d'Enfer – St. Jean d'Aulps-La Grande Terche/Bellevaux-La Chèvrerie,Europe,950,1800,28.0,6.0,21.0,1.0,,16.0,,,,,nan, mid December,early April, 08:30,16:30
458,Narvikfjellet – Narvik,Europe,100,1003,20.0,8.0,10.0,2.0,,5.0,41,34,, 2021-12-11,2022-05-15, late November,late March, 13:00,20:00
459,Giw – Visperterminen,Europe,1340,2338,20.0,7.0,10.0,3.0,,5.0,,,,,nan,,depending on snow conditions,,nan
460,Mijoux/La Faucille,Europe,1000,1533,15.2,3.0,11.9,0.3,,6.0,32,28,25.50, 2021-12-18,2022-03-27, mid December,mid March, 09:00,17:00
461,Gressoney-Saint-Jean – Weissmatten,Europe,1348,2023,12.0,6.0,4.0,2.0,,2.0,28,25,20, 2021-12-18,2022-04-18, early December,mid March, 09:00,16:30
462,Branäs,Europe,152,567,23.0,17.0,5.0,1.0,,19.0,,,,,nan,,late March, 09:00,19:00
463,Tänndalen,Europe,743,1038,38.0,20.0,15.0,3.0,,16.0,,,,,nan,,early April, 09:00,16:00
464,Mechi Chal – Chepelare,Europe,1155,1873,13.6,8.3,5.3,0.0,3.6,3.0,,,,,nan,,mid April, 08:45,16:30
465,Altopiano di Brentonico – Polsa/San Valentino,Europe,1260,1583,22.0,6.8,10.8,4.4,,5.0,,,,,nan,,mid March,,nan
466,Arnoldstein – Dreiländereck,Europe,680,1600,17.0,5.7,7.6,3.7,,8.0,38.50,36,21, 2021-12-11,2022-03-27, late December,mid April, 08:30,15:00
467,Falakro,Europe,1615,2232,22.2,3.8,11.3,7.1,,9.0,,,,,nan,,mid March, 09:00,16:00Limited opening times during the week
468,Piancavallo,Europe,1245,1865,17.0,3.5,12.0,1.5,,6.0,39.50,30,10, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
469,Chabanon,Europe,1550,2050,40.0,18.0,15.0,7.0,,12.0,,,,,nan,,early April, 09:00,17:00
470,Sainte-Anne la Condamine – La Condamine-Châtelard,Europe,1830,2400,31.6,18.3,10.5,2.8,,6.0,,,,,nan,,early April, 09:00,17:00
471,Popova Sapka,Europe,1708,2525,20.0,6.0,7.0,7.0,,,,,,,nan, mid December,early April, 09:00,15:00
472,Catinaccio/Ciampedie – Vigo di Fassa/Pera di Fassa,Europe,1329,2095,13.8,6.4,6.2,1.2,,6.0,56,39,, 2021-12-04,2022-04-03, early December,early April, 08:30,16:30
473,Gemeindealpe – Mitterbach am Erlaufsee,Europe,800,1626,15.5,7.0,7.0,1.5,,4.0,38,20,, 2021-12-04,2022-03-27, mid December,early April, 09:00,16:00
474,Alto Campoo,Europe,1650,2120,27.7,13.6,10.9,3.2,,13.0,,,,,nan,,early April,,nan
475,La Dôle – Jura sur Léman,Europe,1160,1678,28.5,17.4,8.7,2.4,,21.0,33.40,24.70,, 2021-12-04,2022-04-03, depending on snow conditions,late April, 09:00,16:30
476,Bürgeralpe – Mariazell,Europe,864,1267,14.0,9.5,3.0,1.5,,5.0,38,20,, 2021-12-08,2022-03-20, early December,late March, 09:00,16:30
477,La Pierre Saint Martin,Europe,1527,2153,25.0,13.4,10.0,1.6,,10.0,36.50,31.50,, 2021-12-18,2022-04-18, mid December,early April, 08:30,16:30
478,Belchen,Europe,1094,1356,8.0,6.0,2.0,0.0,8.0,2.0,26,15,, 2021-12-18,2022-03-27, depending on snow conditions,early April, 09:15,17:00
479,Geißkopf – Bischofsmais,Europe,835,1116,8.0,1.8,5.3,0.9,,6.0,27,24,20, 2021-12-18,2022-03-20, mid December,mid March, 08:30,16:30
480,Rofan – Maurach,Europe,985,1840,11.0,1.0,8.0,2.0,,3.0,34.50,20.50,, 2021-12-18,2022-04-18, mid December,mid March, 08:30,16:45
481,Passo dello Stelvio (Stelvio Pass),Europe,2760,3450,9.0,8.0,1.0,0.0,1.0,6.0,49,43.50,, 2021-06-19,2021-10-31, late May,early April, 08:00,15:45
482,Gaissau-Hintersee,Europe,750,1567,30.0,20.0,9.0,1.0,,8.0,41,32,18, 2021-12-11,2022-04-03, mid December,mid June, 09:00,16:00
483,Passo Maniva,Europe,1660,2064,30.0,21.1,5.4,3.5,,5.0,,,,,nan,,early March, 08:30,16:30
484,Steibis – Imberg (Oberstaufen),Europe,859,1338,17.6,6.0,5.0,6.6,,12.0,39,31,19, 2021-12-04,2022-04-03, depending on snow conditions,depending on snow conditions, 09:00,16:30
485,Nesfjellet – Nesbyen,Europe,732,1115,13.4,4.9,6.9,1.6,,5.0,,,,,nan,,early April, 10:00,16:00
486,Černá hora – Janské Lázně,Europe,600,1260,15.0,3.1,10.9,1.0,2.5,11.0,31,22,, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
487,Bjorli,Europe,575,1250,19.9,13.1,3.0,3.8,,6.0,45,39,32, 2021-11-20,2022-04-24, early November,early April, 10:00,16:00
488,Darlux – Bergün,Europe,1388,2569,23.0,10.0,12.0,1.0,,3.0,,,,,nan,,late March,,nan
489,Molines-en-Queyras/Saint-Véran,Europe,1750,2800,33.0,20.0,12.0,1.0,,16.0,,,,,nan, early December,early April, 09:00,16:30
490,Ramundberget,Europe,700,1000,25.0,7.6,9.4,8.0,,9.0,,,,,nan, late October,late March, 09:00,16:00
491,Arolla,Europe,2000,2980,47.0,20.0,18.0,9.0,,6.0,39,30,25, 2021-12-18,2022-04-18, late December,late April, 08:30,16:00
492,Gavarnie-Gèdre (Les Espécières),Europe,1850,2322,32.0,16.0,12.0,4.0,,7.0,29,24.50,, 2021-12-18,2022-03-13, mid December,early April, 09:00,17:00
493,Tornik – Zlatibor,Europe,1100,1495,7.0,1.6,4.2,1.2,,4.0,19,15,, 2021-12-04,2022-04-18, mid December,early April, 09:00,16:00
